# #######################################################
# FLST LOG
# Flight Statistics
# #######################################################
# 
# Parameters [Units]:
# Deletion Time [s], Call sign [-], Spawn Time [s], Flight time [s], Distance 2D [m], Distance 3D [m], Distance ALT [m],Work Done [MJ], Latitude [deg], Longitude [deg], Altitude [ft], TAS [kts], Vertical Speed [fpm], Heading [deg], ASAS Active [bool], Pilot ALT [ft], Pilot SPD (TAS) [kts], Pilot HDG [deg], Pilot VS [fpm]
# 
# simt
1056.00000000,D1085,787.00000000,1056.00000000,2627.52747600,2690.55977628,256.11861000,0.00000000,48.21566877,16.31932861,0.00000000,0.00000000,0.00000000,12.18493762,False,0.00000000,0.00000000,984.25196850,12.18493762
1057.00000000,D392,280.00000000,1057.00000000,11863.43799495,11942.70124533,208.11861000,0.00000000,48.25789321,16.30365517,0.00000000,0.00000000,0.00000000,263.15721068,False,0.00000000,0.00000000,984.25196850,263.15721068
1058.50000000,D153,106.00000000,1058.50000000,9051.08747730,9299.45335999,1080.84251000,0.00000000,48.18438193,16.32169524,0.00000000,0.00000000,0.00000000,292.93396452,False,0.00000000,0.00000000,984.25196850,292.93396452
1059.00000000,D491,352.00000000,1059.00000000,9161.82531821,9348.07281462,1115.76396000,0.00000000,48.24738820,16.37801213,0.00000000,0.00000000,0.00000000,236.76389604,False,0.00000000,0.00000000,984.25196850,236.76389604
1061.00000000,D647,464.00000000,1061.00000000,8204.35729583,8318.29040934,622.11861000,0.00000000,48.21111575,16.34630827,0.00000000,0.00000000,0.00000000,173.60585580,False,0.00000000,0.00000000,984.25196850,173.60585580
1061.50000000,D303,217.00000000,1061.50000000,7992.28005429,8165.93036187,797.09251000,0.00000000,48.18047887,16.33714780,0.00000000,0.00000000,0.00000000,347.69408451,False,0.00000000,0.00000000,984.25196850,347.69408451
1062.50000000,D22,16.00000000,1062.50000000,13182.66520498,13434.34311993,1195.47002000,0.00000000,48.19988746,16.36409698,0.00000000,0.00000000,0.00000000,320.88967970,False,0.00000000,0.00000000,984.25196850,320.88967970
1063.50000000,D493,353.00000000,1063.50000000,7617.28729758,7757.53886409,805.33546000,0.00000000,48.21416589,16.36101341,0.00000000,3.40173080,0.00000000,230.13411398,False,0.00000000,30.00000000,984.25196850,230.13411398
1064.50000000,D334,250.00000000,1064.50000000,11431.42588462,11725.99639631,1762.35024000,0.00000000,48.18447571,16.46041952,0.00000000,0.00000000,0.00000000,137.33231616,False,0.00000000,0.00000000,984.25196850,137.33231616
1065.00000000,D548,395.00000000,1065.00000000,4633.97186973,4874.50950870,968.95681000,0.00000000,48.18134778,16.33061289,0.00000000,0.00000000,0.00000000,272.59094858,False,0.00000000,0.00000000,984.25196850,272.59094858
1066.00000000,D950,680.00000000,1066.00000000,5289.01511261,5414.99405033,384.36861000,0.00000000,48.24299906,16.29120847,0.00000000,0.00000000,0.00000000,340.81135407,False,0.00000000,0.00000000,984.25196850,340.81135407
1066.50000000,D362,262.00000000,1066.50000000,11420.63173615,11626.42816467,957.32225000,0.00000000,48.14999736,16.35998174,0.00000000,0.00000000,0.00000000,290.33908503,False,0.00000000,0.00000000,984.25196850,290.33908503
1066.50000000,D758,532.00000000,1066.50000000,5185.38292853,5398.82457784,998.61861000,0.00000000,48.18540692,16.38755630,0.00000000,0.00000000,0.00000000,50.93672575,False,0.00000000,0.00000000,984.25196850,50.93672575
1067.50000000,D167,118.00000000,1067.50000000,13831.84668948,13956.51117553,314.61861000,0.00000000,48.19081125,16.46060495,0.00000000,0.00000000,0.00000000,49.67869791,False,0.00000000,0.00000000,984.25196850,49.67869791
1067.50000000,D276,197.00000000,1067.50000000,8808.74912066,8976.41189200,640.11861000,0.00000000,48.16060306,16.30618832,0.00000000,0.00000000,0.00000000,267.31892744,False,0.00000000,0.00000000,984.25196850,267.31892744
1067.50000000,D472,338.00000000,1067.50000000,6589.41487644,6765.54520133,875.07959000,0.00000000,48.21363567,16.34552032,0.00000000,3.40173080,0.00000000,183.57532753,False,0.00000000,20.00000000,984.25196850,183.57532753
1067.50000000,D721,511.00000000,1067.50000000,7377.59147981,7591.84574766,727.61861000,0.00000000,48.15470567,16.41609623,0.00000000,0.00000000,0.00000000,180.84113035,False,0.00000000,0.00000000,984.25196850,180.84113035
1069.00000000,D180,128.00000000,1069.00000000,12600.01230733,12982.59201721,2248.13339000,0.00000000,48.19528898,16.34857198,0.00000000,0.00000000,0.00000000,323.56438775,False,0.00000000,0.00000000,984.25196850,323.56438775
1069.00000000,D983,699.00000000,1069.00000000,5295.11152245,5338.37775288,80.11861000,0.00000000,48.15726802,16.31349958,0.00000000,0.00000000,0.00000000,145.00806614,False,0.00000000,0.00000000,984.25196850,145.00806614
1069.50000000,D146,102.00000000,1069.50000000,13329.76620103,13447.16861834,564.36861000,0.00000000,48.16919535,16.44186021,0.00000000,0.00000000,0.00000000,168.99331211,False,0.00000000,0.00000000,984.25196850,168.99331211
1070.50000000,D922,650.00000000,1070.50000000,5358.30139702,5481.21972508,681.42131000,0.00000000,48.20785307,16.35741045,0.00000000,0.00000000,0.00000000,191.25443243,False,0.00000000,0.00000000,984.25196850,191.25443243
1071.00000000,D788,556.00000000,1071.00000000,3601.72254923,3744.68305764,416.84251000,0.00000000,48.18537349,16.36732853,0.00000000,0.00000000,0.00000000,326.74800600,False,0.00000000,0.00000000,984.25196850,326.74800600
1071.50000000,D443,315.00000000,1071.50000000,10562.39906963,10676.30923254,657.01211000,0.00000000,48.27478127,16.37432904,0.00000000,0.00000000,0.00000000,8.95785727,False,0.00000000,0.00000000,984.25196850,8.95785727
1071.50000000,D756,531.00000000,1071.50000000,5303.36846774,5433.20279720,538.38339000,0.00000000,48.19707021,16.31737328,0.00000000,0.00000000,0.00000000,7.67318246,False,0.00000000,0.00000000,984.25196850,7.67318246
1073.00000000,D848,602.00000000,1073.00000000,4628.39212854,4704.32566036,378.68730000,0.00000000,48.20822359,16.35205417,0.00000000,0.00000000,0.00000000,82.35474111,False,0.00000000,0.00000000,984.25196850,82.35474111
1074.00000000,D1137,821.00000000,1074.00000000,3142.70323557,3217.48592734,369.92131000,0.00000000,48.21364222,16.34552137,0.00000000,0.00000000,0.00000000,4.50179038,False,0.00000000,0.00000000,984.25196850,4.50179038
1077.50000000,D1256,907.00000000,1077.50000000,2067.41047855,2128.31161672,281.36786000,0.00000000,48.19203171,16.41485333,0.00000000,0.00000000,0.00000000,44.04979158,False,0.00000000,0.00000000,984.25196850,44.04979158
1080.00000000,D12,10.00000000,1080.00000000,10459.79238228,10718.58922994,1227.70681000,0.00000000,48.20905705,16.37714587,0.00000000,0.00000000,0.00000000,122.52442142,False,0.00000000,0.00000000,984.25196850,122.52442142
1082.00000000,D642,460.00000000,1082.00000000,5165.78627563,5303.82401771,453.94951000,0.00000000,48.15680659,16.33221971,0.00000000,0.00000000,0.00000000,174.34508156,False,0.00000000,0.00000000,984.25196850,174.34508156
1082.50000000,D424,301.00000000,1082.50000000,10147.41840599,10330.37418632,1058.92131000,0.00000000,48.18811434,16.38022672,0.00000000,0.00000000,0.00000000,70.03536091,False,0.00000000,0.00000000,984.25196850,70.03536091
1083.00000000,D1051,760.00000000,1083.00000000,3140.04057545,3232.84494366,203.26211000,0.00000000,48.16945165,16.34111568,0.00000000,0.00000000,0.00000000,284.70461761,False,0.00000000,0.00000000,984.25196850,284.70461761
1083.50000000,D79,52.00000000,1083.50000000,10203.58060634,10424.08072258,852.36861000,0.00000000,48.26979481,16.34194273,0.00000000,0.00000000,0.00000000,357.29693762,False,0.00000000,0.00000000,984.25196850,357.29693762
1083.50000000,D1238,889.00000000,1083.50000000,1670.65865551,1763.00095660,384.11861000,0.00000000,48.20107109,16.37647128,0.00000000,0.00000000,0.00000000,122.89828759,False,0.00000000,0.00000000,984.25196850,122.89828759
1086.50000000,D1124,811.00000000,1086.50000000,3916.11463669,3938.49603531,109.61861000,0.00000000,48.16990352,16.41360123,0.00000000,0.00000000,0.00000000,8.57600653,False,0.00000000,0.00000000,984.25196850,8.57600653
1090.00000000,D1304,943.00000000,1090.00000000,1627.48678185,1689.12716188,226.61861000,0.00000000,48.19147389,16.34471615,0.00000000,0.00000000,0.00000000,147.66161926,True,0.00000000,0.00000000,984.25196850,147.66161926
1091.00000000,D1112,804.00000000,1091.00000000,3729.73325903,3869.41633508,697.86861000,0.00000000,48.20906219,16.37713380,0.00000000,0.00000000,0.00000000,122.49255130,False,0.00000000,0.00000000,984.25196850,122.49255130
1091.50000000,D584,415.00000000,1091.50000000,7481.71056388,7660.97514474,806.53946000,0.00000000,48.20424397,16.35193146,0.00000000,0.00000000,0.00000000,271.44578418,False,0.00000000,0.00000000,984.25196850,271.44578418
1092.00000000,D744,527.00000000,1092.00000000,5186.84285801,5368.30937109,809.32556000,0.00000000,48.19813257,16.33779266,0.00000000,0.00000000,0.00000000,247.70123903,False,0.00000000,0.00000000,984.25196850,247.70123903
1093.00000000,D227,160.00000000,1093.00000000,13816.42160572,13932.44953049,263.36861000,0.00000000,48.26339164,16.35121499,0.00000000,0.00000000,0.00000000,63.27055803,False,0.00000000,0.00000000,984.25196850,63.27055803
1094.00000000,D94,62.00000000,1094.00000000,15097.30439579,15266.79097009,369.36861000,0.00000000,48.16311222,16.34095783,0.00000000,0.00000000,0.00000000,296.84183028,False,0.00000000,0.00000000,984.25196850,296.84183028
1094.00000000,D434,309.00000000,1094.00000000,7577.68812946,8010.46927664,2019.44969000,0.00000000,48.22371439,16.40594621,0.00000000,0.00000000,0.00000000,136.38354022,False,0.00000000,0.00000000,984.25196850,136.38354022
1095.00000000,D1202,868.00000000,1095.00000000,2111.10930992,2211.27022739,424.11861000,0.00000000,48.20053040,16.35943546,0.00000000,0.00000000,0.00000000,41.65279041,False,0.00000000,0.00000000,984.25196850,41.65279041
1095.50000000,D958,680.00000000,1095.50000000,4707.42800115,4866.38880064,787.50196000,0.00000000,48.18847813,16.36472588,0.00000000,0.00000000,0.00000000,25.45011875,False,0.00000000,0.00000000,984.25196850,25.45011875
1095.50000000,D1044,748.00000000,1095.50000000,3443.08307907,3532.36735381,398.61861000,0.00000000,48.18540875,16.38755967,0.00000000,0.00000000,0.00000000,50.93641157,False,0.00000000,0.00000000,984.25196850,50.93641157
1096.00000000,D605,435.00000000,1096.00000000,8536.28269869,8705.32264869,813.13339000,0.00000000,48.20536953,16.37575729,0.00000000,0.00000000,0.00000000,309.69187152,False,0.00000000,0.00000000,984.25196850,309.69187152
1097.00000000,D299,214.00000000,1097.00000000,11456.83356745,11754.29213899,1610.88086000,0.00000000,48.18537291,16.36732909,0.00000000,0.00000000,0.00000000,326.74678802,True,0.00000000,0.00000000,984.25196850,326.74678802
1098.00000000,D140,96.00000000,1098.00000000,12911.71659190,13207.43726352,1547.57816000,0.00000000,48.19105215,16.35499350,0.00000000,0.00000000,0.00000000,144.21389295,False,0.00000000,0.00000000,984.25196850,144.21389295
1098.00000000,D760,532.00000000,1098.00000000,5719.16399694,5814.15418252,324.88339000,0.00000000,48.23556591,16.32765300,0.00000000,0.00000000,0.00000000,154.92491361,False,0.00000000,0.00000000,984.25196850,154.92491361
1098.00000000,D980,698.00000000,1098.00000000,5850.79013495,5876.06495641,127.61861000,0.00000000,48.19105115,16.44170674,0.00000000,0.00000000,0.00000000,33.42685969,False,0.00000000,0.00000000,984.25196850,33.42685969
1104.00000000,D778,552.00000000,1104.00000000,6951.56299707,7086.63637890,692.65625000,0.00000000,48.17816150,16.46023537,0.00000000,0.00000000,0.00000000,144.82515647,False,0.00000000,0.00000000,984.25196850,144.82515647
1104.00000000,D878,630.00000000,1104.00000000,4511.17580470,4552.49040669,102.36861000,0.00000000,48.17036648,16.31385472,0.00000000,0.00000000,0.00000000,108.78687845,False,0.00000000,0.00000000,984.25196850,108.78687845
1104.50000000,D580,410.00000000,1104.50000000,6485.94486428,6727.66303009,1040.21361000,0.00000000,48.19391859,16.37456225,0.00000000,0.00000000,0.00000000,249.94846799,False,0.00000000,0.00000000,984.25196850,249.94846799
1104.50000000,D938,667.00000000,1104.50000000,4572.31705297,4704.97343156,599.61861000,0.00000000,48.20002788,16.39445601,0.00000000,0.00000000,0.00000000,212.89848885,False,0.00000000,0.00000000,984.25196850,212.89848885
1106.50000000,D285,206.00000000,1106.50000000,11267.75109604,11574.28634972,1624.23897000,0.00000000,48.24895148,16.40207654,0.00000000,0.00000000,0.00000000,358.24601151,False,0.00000000,0.00000000,984.25196850,358.24601151
1107.00000000,D240,168.00000000,1107.00000000,8888.89979024,9032.69924480,647.11861000,0.00000000,48.20950023,16.37131658,0.00000000,0.00000000,0.00000000,48.33025221,False,0.00000000,0.00000000,984.25196850,48.33025221
1107.00000000,D800,562.00000000,1107.00000000,5053.60565126,5193.73738989,508.92131000,0.00000000,48.19812676,16.37497894,0.00000000,0.00000000,0.00000000,183.72734916,False,0.00000000,0.00000000,984.25196850,183.72734916
1107.50000000,D625,445.00000000,1107.50000000,5815.15794407,5891.48949861,333.48149000,0.00000000,48.18539541,16.36730762,0.00000000,0.00000000,0.00000000,327.27433610,False,0.00000000,0.00000000,984.25196850,327.27433610
1108.00000000,D1240,891.00000000,1108.00000000,2550.84357868,2718.13905317,420.11861000,0.00000000,48.18380879,16.41301905,0.00000000,0.00000000,0.00000000,195.24352744,False,0.00000000,0.00000000,984.25196850,195.24352744
1109.00000000,D767,538.00000000,1109.00000000,5351.38388071,5614.78922398,1212.66287000,0.00000000,48.19466410,16.35478512,0.00000000,0.00000000,0.00000000,355.30005830,False,0.00000000,0.00000000,984.25196850,355.30005830
1110.50000000,D164,115.00000000,1110.50000000,12979.16637266,13275.20292080,1733.36861000,0.00000000,48.19352526,16.40725168,0.00000000,0.00000000,0.00000000,41.14708203,False,0.00000000,0.00000000,984.25196850,41.14708203
1110.50000000,D191,135.00000000,1110.50000000,12075.55907479,12334.23488437,1375.43605000,0.00000000,48.16907411,16.45122161,0.00000000,0.00000000,0.00000000,159.95638173,False,0.00000000,0.00000000,984.25196850,159.95638173
1110.50000000,D335,243.00000000,1110.50000000,8099.85898993,8503.29496836,1802.17409000,0.00000000,48.17608331,16.42323822,0.00000000,0.00000000,0.00000000,157.67414960,False,0.00000000,0.00000000,984.25196850,157.67414960
1111.00000000,D713,506.00000000,1111.00000000,5900.72379975,6151.96184898,1185.11861000,0.00000000,48.22989774,16.37706919,0.00000000,0.00000000,0.00000000,306.92772624,False,0.00000000,0.00000000,984.25196850,306.92772624
1111.50000000,D827,595.00000000,1111.50000000,6630.07759465,6841.21680847,1187.67131000,0.00000000,48.20264238,16.37808405,0.00000000,0.00000000,0.00000000,124.33313859,False,0.00000000,0.00000000,984.25196850,124.33313859
1112.00000000,D1032,742.00000000,1112.00000000,4898.65182989,5066.95158025,983.36861000,0.00000000,48.21211954,16.35770154,0.00000000,0.00000000,0.00000000,11.56065436,False,0.00000000,0.00000000,984.25196850,11.56065436
1114.00000000,D277,198.00000000,1114.00000000,10779.78591289,11134.67292503,1571.89774000,0.00000000,48.20635759,16.36759480,0.00000000,0.00000000,0.00000000,162.38545801,False,0.00000000,0.00000000,984.25196850,162.38545801
1114.00000000,D987,705.00000000,1114.00000000,5480.14731160,5597.72030200,486.36861000,0.00000000,48.15573133,16.39759072,0.00000000,0.00000000,0.00000000,184.35963719,False,0.00000000,0.00000000,984.25196850,184.35963719
1114.50000000,D780,553.00000000,1114.50000000,5439.16294234,5594.19099345,483.38339000,0.00000000,48.21416876,16.36101831,0.00000000,0.00000000,0.00000000,230.51471784,False,0.00000000,0.00000000,984.25196850,230.51471784
1115.50000000,D178,128.00000000,1115.50000000,9634.28626201,9668.48862697,102.36861000,0.00000000,48.16265738,16.37890874,0.00000000,0.00000000,0.00000000,87.86194898,False,0.00000000,0.00000000,984.25196850,87.86194898
1115.50000000,D259,182.00000000,1115.50000000,9144.25969805,9398.62343147,1207.42811000,0.00000000,48.22677383,16.32537948,0.00000000,0.00000000,0.00000000,79.26140803,False,0.00000000,0.00000000,984.25196850,79.26140803
1117.00000000,D398,284.00000000,1117.00000000,8191.40084744,8571.57862125,1707.89802000,0.00000000,48.19849867,16.33161625,0.00000000,0.00000000,0.00000000,156.90421511,False,0.00000000,0.00000000,984.25196850,156.90421511
1117.00000000,D1126,812.00000000,1117.00000000,2519.03987217,2602.76545341,358.84251000,0.00000000,48.20924563,16.36343076,0.00000000,0.00000000,0.00000000,10.26101317,False,0.00000000,0.00000000,984.25196850,10.26101317
1117.50000000,D864,613.00000000,1117.50000000,4878.18822437,4912.77966790,62.11861000,0.00000000,48.13743813,16.36899329,0.00000000,0.00000000,0.00000000,99.68711162,False,0.00000000,0.00000000,984.25196850,99.68711162
1117.50000000,D934,664.00000000,1117.50000000,5836.93677638,6011.71111924,920.11861000,0.00000000,48.16275565,16.36941969,0.00000000,0.00000000,0.00000000,161.72250889,False,0.00000000,0.00000000,984.25196850,161.72250889
1117.50000000,D965,686.00000000,1117.50000000,6318.68844817,6330.47774116,25.61861000,0.00000000,48.23799115,16.45459296,0.00000000,0.00000000,0.00000000,8.05033004,False,0.00000000,0.00000000,984.25196850,8.05033004
1120.00000000,D36,21.00000000,1120.00000000,16332.10194914,16422.56385168,253.14610000,0.00000000,48.26996455,16.33250744,0.00000000,0.00000000,0.00000000,303.47526531,False,0.00000000,0.00000000,984.25196850,303.47526531
1120.50000000,D619,441.00000000,1120.50000000,8264.83261206,8504.44017103,1311.69748000,0.00000000,48.19705094,16.40203099,0.00000000,0.00000000,0.00000000,213.64619470,False,0.00000000,0.00000000,984.25196850,213.64619470
1122.00000000,D961,682.00000000,1122.00000000,5629.75271377,5721.64746959,489.61861000,0.00000000,48.17356191,16.35320870,0.00000000,0.00000000,0.00000000,32.66274400,False,0.00000000,0.00000000,984.25196850,32.66274400
1122.50000000,D859,612.00000000,1122.50000000,4439.35111807,4784.08167227,1327.63111000,0.00000000,48.20930529,16.37306823,0.00000000,0.00000000,0.00000000,36.59894218,False,0.00000000,0.00000000,984.25196850,36.59894218
1123.00000000,D659,472.00000000,1123.00000000,8260.56970835,8405.25943067,777.04006000,0.00000000,48.20540287,16.35770250,0.00000000,0.00000000,0.00000000,318.19418197,True,0.00000000,0.00000000,984.25196850,318.19418197
1123.50000000,D1151,829.00000000,1123.50000000,3739.49658686,3831.07169419,475.86861000,0.00000000,48.20832754,16.33796096,0.00000000,0.00000000,0.00000000,204.22733676,False,0.00000000,0.00000000,984.25196850,204.22733676
1124.00000000,D1076,805.00000000,1124.00000000,3210.22569202,3301.12264488,160.86861000,0.00000000,48.17531427,16.31394683,0.00000000,0.00000000,0.00000000,339.90961418,False,0.00000000,0.00000000,984.25196850,339.90961418
1124.50000000,D967,690.00000000,1124.50000000,5849.15830255,6050.12412717,958.34251000,0.00000000,48.19381005,16.28829435,0.00000000,0.00000000,0.00000000,303.41959470,False,0.00000000,0.00000000,984.25196850,303.41959470
1125.00000000,D697,495.00000000,1125.00000000,9021.01099746,9068.91278546,178.86861000,0.00000000,48.23236602,16.41660171,0.00000000,0.00000000,0.00000000,104.14905354,False,0.00000000,0.00000000,984.25196850,104.14905354
1125.00000000,D1043,748.00000000,1125.00000000,3381.70326197,3480.36348921,387.13339000,0.00000000,48.21318153,16.37369475,0.00000000,0.00000000,0.00000000,129.58108289,False,0.00000000,0.00000000,984.25196850,129.58108289
1125.50000000,D667,474.00000000,1125.50000000,8844.58295389,9054.31729485,921.36861000,0.00000000,48.22973295,16.35134133,0.00000000,0.00000000,0.00000000,278.20073873,True,0.00000000,0.00000000,984.25196850,278.20073873
1125.50000000,D738,575.00000000,1125.50000000,7116.09155966,7249.40278818,497.17106000,0.00000000,48.17012079,16.33590175,0.00000000,0.00000000,0.00000000,283.84163566,False,0.00000000,0.00000000,984.25196850,283.84163566
1125.50000000,D1094,795.00000000,1125.50000000,3318.39999411,3409.28431459,160.86861000,0.00000000,48.17064745,16.29908373,0.00000000,0.00000000,0.00000000,316.76391868,False,0.00000000,0.00000000,984.25196850,316.76391868
1128.50000000,D703,500.00000000,1128.50000000,8844.66234693,8988.39996864,325.11861000,0.00000000,48.22939283,16.40495079,0.00000000,0.00000000,0.00000000,170.80198705,False,0.00000000,0.00000000,984.25196850,170.80198705
1129.50000000,D1290,936.00000000,1129.50000000,1792.85135469,1905.17515670,482.36861000,0.00000000,48.19212209,16.37560969,0.00000000,0.00000000,0.00000000,68.27797356,False,0.00000000,0.00000000,984.25196850,68.27797356
1131.50000000,D1235,887.00000000,1131.50000000,2657.60935339,2778.84187991,559.36861000,0.00000000,48.18565629,16.34594048,0.00000000,0.00000000,0.00000000,332.39695866,False,0.00000000,0.00000000,984.25196850,332.39695866
1132.00000000,D317,226.00000000,1132.00000000,12532.74073141,12804.75129968,1488.85312000,0.00000000,48.15682067,16.42278244,0.00000000,0.00000000,0.00000000,170.15614496,False,0.00000000,0.00000000,984.25196850,170.15614496
1132.00000000,D876,622.00000000,1132.00000000,4891.47080745,4926.09398233,62.11861000,0.00000000,48.15681238,16.33223773,0.00000000,0.00000000,0.00000000,122.80714832,False,0.00000000,0.00000000,984.25196850,122.80714832
1134.50000000,D413,294.00000000,1134.50000000,8577.15069080,8682.92336117,285.11861000,0.00000000,48.17398906,16.30456885,0.00000000,0.00000000,0.00000000,302.20722504,False,0.00000000,0.00000000,984.25196850,302.20722504
1136.00000000,D99,66.00000000,1136.00000000,10227.46755907,10427.64111597,808.11861000,0.00000000,48.20907461,16.38170503,0.00000000,0.00000000,0.00000000,117.10230654,False,0.00000000,0.00000000,984.25196850,117.10230654
1136.00000000,D695,500.00000000,1136.00000000,8585.27654772,8774.56021063,755.51592000,0.00000000,48.26996551,16.33252305,0.00000000,0.00000000,0.00000000,348.46504400,False,0.00000000,0.00000000,984.25196850,348.46504400
1137.50000000,D912,645.00000000,1137.50000000,6147.53027713,6320.77569664,863.95681000,0.00000000,48.21126576,16.36755554,0.00000000,0.00000000,0.00000000,220.63917733,False,0.00000000,0.00000000,984.25196850,220.63917733
1138.50000000,D1192,858.00000000,1138.50000000,3442.40295299,3657.56193561,807.86861000,0.00000000,48.20377336,16.43261364,0.00000000,0.00000000,0.00000000,152.99425314,False,0.00000000,0.00000000,984.25196850,152.99425314
1138.50000000,D1277,925.00000000,1138.50000000,2530.98293799,2630.32283448,493.86861000,0.00000000,48.20671655,16.37635504,0.00000000,0.00000000,0.00000000,209.88454225,False,0.00000000,0.00000000,984.25196850,209.88454225
1143.00000000,D1205,880.00000000,1143.00000000,3588.20454546,3697.06706797,299.61861000,0.00000000,48.15655672,16.35974781,0.00000000,0.00000000,0.00000000,320.52747204,False,0.00000000,0.00000000,984.25196850,320.52747204
1143.50000000,D397,290.00000000,1143.50000000,7989.53441414,8257.93562833,869.68324000,0.00000000,48.16987196,16.41359799,0.00000000,0.00000000,0.00000000,180.39392001,False,0.00000000,0.00000000,984.25196850,180.39392001
1144.50000000,D631,449.00000000,1144.50000000,9332.92481101,9410.06280006,407.08749000,0.00000000,48.20883844,16.36623136,0.00000000,0.00000000,0.00000000,160.57715123,False,0.00000000,0.00000000,984.25196850,160.57715123
1145.50000000,D348,252.00000000,1145.50000000,8968.33732333,9185.20588851,1067.86861000,0.00000000,48.20924281,16.29958528,0.00000000,0.00000000,0.00000000,0.23874419,False,0.00000000,0.00000000,984.25196850,0.23874419
1145.50000000,D436,310.00000000,1145.50000000,10919.93314583,11216.45682691,1565.62242000,0.00000000,48.24738760,16.37801082,0.00000000,0.00000000,0.00000000,236.66650603,False,0.00000000,0.00000000,984.25196850,236.66650603
1146.00000000,D1001,716.00000000,1146.00000000,4159.16109609,4282.74412651,369.26211000,0.00000000,48.16945074,16.34112090,0.00000000,0.00000000,0.00000000,284.70458921,False,0.00000000,0.00000000,984.25196850,284.70458921
1147.50000000,D446,316.00000000,1147.50000000,8646.33147025,8749.88718034,241.61861000,0.00000000,48.23828368,16.26834625,0.00000000,0.00000000,0.00000000,337.45195623,False,0.00000000,0.00000000,984.25196850,337.45195623
1148.00000000,D1134,819.00000000,1148.00000000,3517.83270771,3778.21731161,877.61861000,0.00000000,48.19989135,16.36409216,0.00000000,0.00000000,0.00000000,320.77377740,False,0.00000000,0.00000000,984.25196850,320.77377740
1149.00000000,D581,412.00000000,1149.00000000,8622.38537220,8826.38636047,1047.41522000,0.00000000,48.19163922,16.36680735,0.00000000,0.00000000,0.00000000,8.99379584,False,0.00000000,0.00000000,984.25196850,8.99379584
1150.00000000,D764,536.00000000,1150.00000000,9134.06407742,9197.86603287,175.11861000,0.00000000,48.22211936,16.26252498,0.00000000,0.00000000,0.00000000,217.10150696,False,0.00000000,0.00000000,984.25196850,217.10150696
1150.00000000,D886,629.00000000,1150.00000000,4768.70322616,4903.54538249,596.10081000,0.00000000,48.20814545,16.37955245,0.00000000,0.00000000,0.00000000,28.94334837,False,0.00000000,0.00000000,984.25196850,28.94334837
1151.00000000,D78,52.00000000,1151.00000000,10778.23965989,10846.29909119,204.36861000,0.00000000,48.21652652,16.42351397,0.00000000,0.00000000,0.00000000,149.72177419,False,0.00000000,0.00000000,984.25196850,149.72177419
1152.50000000,D624,444.00000000,1152.50000000,9854.96741737,10124.17409380,1194.36861000,0.00000000,48.18459640,16.45097001,0.00000000,0.00000000,0.00000000,147.91686109,False,0.00000000,0.00000000,984.25196850,147.91686109
1154.50000000,D851,603.00000000,1154.50000000,7361.07538764,7553.18106243,941.68071000,0.00000000,48.15573418,16.39759105,0.00000000,0.00000000,0.00000000,184.35974791,False,0.00000000,0.00000000,984.25196850,184.35974791
1155.00000000,D1288,934.00000000,1155.00000000,2059.94027936,2115.34018821,215.11576000,0.00000000,48.21771017,16.35609720,0.00000000,0.00000000,0.00000000,156.13632191,False,0.00000000,0.00000000,984.25196850,156.13632191
1156.50000000,D1048,754.00000000,1156.50000000,3841.47283727,3880.59163651,127.86861000,0.00000000,48.23738590,16.35138107,0.00000000,0.00000000,0.00000000,195.81159878,False,0.00000000,0.00000000,984.25196850,195.81159878
1157.50000000,D1444,1065.00000000,1157.50000000,1146.76857206,1190.02062690,80.11861000,0.00000000,48.14319399,16.39725903,0.00000000,0.00000000,0.00000000,162.94841622,False,0.00000000,0.00000000,984.25196850,162.94841622
1158.00000000,D410,293.00000000,1158.00000000,8302.57814972,8561.77138340,1139.79508000,0.00000000,48.20038439,16.35152898,0.00000000,0.00000000,0.00000000,248.90633818,False,0.00000000,0.00000000,984.25196850,248.90633818
1158.00000000,D1172,850.00000000,1158.00000000,3795.48715464,3897.83848551,512.24612000,0.00000000,48.22713451,16.36008389,0.00000000,0.00000000,0.00000000,171.60017152,False,0.00000000,0.00000000,984.25196850,171.60017152
1160.00000000,D267,188.00000000,1160.00000000,6303.25737701,6431.33029733,580.31887000,0.00000000,48.20635262,16.36759716,0.00000000,0.00000000,0.00000000,162.39715143,False,0.00000000,0.00000000,984.25196850,162.39715143
1160.00000000,D1000,715.00000000,1160.00000000,6079.55851162,6163.48786385,453.61861000,0.00000000,48.17814903,16.39320016,0.00000000,0.00000000,0.00000000,230.34947948,False,0.00000000,0.00000000,984.25196850,230.34947948
1160.50000000,D1168,841.00000000,1160.50000000,4500.70467819,4537.54847668,95.11861000,0.00000000,48.13764812,16.35040448,0.00000000,0.00000000,0.00000000,132.08332085,False,0.00000000,0.00000000,984.25196850,132.08332085
1161.00000000,D40,50.00000000,1161.00000000,10521.42293415,10900.58144081,1589.10031000,0.00000000,48.18875315,16.33723430,0.00000000,0.00000000,0.00000000,157.18527748,False,0.00000000,0.00000000,984.25196850,157.18527748
1161.50000000,D275,197.00000000,1161.50000000,12693.02331388,12995.03849625,1849.90561000,0.00000000,48.19185524,16.33204795,0.00000000,0.00000000,0.00000000,323.47807579,False,0.00000000,0.00000000,984.25196850,323.47807579
