# #######################################################
# CONF LOG
# Conflict Statistics
# #######################################################
# 
# Parameters [Units]:
# Simulation time [s], ACID1 [-],ACID2 [-],LAT1 [deg],LON1 [deg],ALT1 [ft],LAT2 [deg],LON2 [deg],ALT2 [ft],CPALAT [lat],CPALON [lon]
# 
# simt
973.00000000,D407,D645,48.15397378,16.35919684,45.72000000,48.15316117,16.35909350,45.72000000,48.15396090,16.35919517
973.00000000,D849,D1241,48.20597977,16.31708229,88.31580000,48.20632720,16.31858751,32.55061000,48.20605119,16.31709373
973.50000000,D93,D543,48.21241095,16.38979016,64.00800000,48.21228216,16.39092454,73.15200000,48.21233117,16.39026522
973.50000000,D1296,D835,48.18961401,16.34575750,27.43200000,48.18805500,16.34478118,64.00800000,48.18960934,16.34535729
973.50000000,D1290,D1135,48.18419317,16.36796389,77.42739000,48.18389274,16.36710508,77.42358000,48.18419344,16.36796466
973.50000000,D27,D371,48.19814827,16.38038847,25.90661000,48.19809674,16.37932639,79.17180000,48.19814697,16.38035580
974.00000000,D432,D1105,48.19398165,16.35582270,27.43200000,48.19413518,16.35396624,18.45945000,48.19381814,16.35543893
974.00000000,D993,D271,48.18684807,16.39503795,34.91865000,48.18659325,16.39694869,27.43200000,48.18661214,16.39538924
974.00000000,D1140,D969,48.16243409,16.34238109,27.43200000,48.16214787,16.34350551,27.43200000,48.16243400,16.34238144
974.00000000,D736,D723,48.20968207,16.42749636,109.72800000,48.20917662,16.42755733,109.00410000,48.20947912,16.42753244
974.50000000,D964,D900,48.16550731,16.36158165,82.29600000,48.16514852,16.36154544,82.29600000,48.16550764,16.36158168
974.50000000,D868,D1146,48.19451835,16.38624865,27.43200000,48.19558625,16.38662821,14.01261000,48.19468275,16.38577111
974.50000000,D27,D371,48.19814287,16.38024507,27.43200000,48.19810510,16.37925948,74.67739000,48.19812854,16.37986438
975.00000000,D1166,D949,48.20443698,16.35900516,118.87200000,48.20456376,16.35883666,89.12661000,48.20443730,16.35900474
976.00000000,D1022,D921,48.19840102,16.33906863,26.70810000,48.19916649,16.33792424,9.14400000,48.19839891,16.33904016
976.00000000,D1183,D528,48.21868802,16.35171915,54.19461000,48.21897258,16.35179743,82.29600000,48.21885664,16.35179008
976.00000000,D851,D997,48.17683226,16.39920275,26.70810000,48.17596873,16.40065214,9.14400000,48.17681747,16.39934449
976.00000000,D917,D992,48.23632667,16.42343386,36.57600000,48.23682472,16.42298153,36.57600000,48.23609954,16.42346862
976.00000000,D602,D908,48.19845964,16.40162216,27.43200000,48.19880033,16.40463642,37.29990000,48.19853347,16.40169289
976.50000000,D964,D900,48.16559973,16.36159081,82.29600000,48.16524066,16.36155465,82.29600000,48.16560011,16.36159085
976.50000000,D954,D388,48.21176613,16.42258598,128.01600000,48.21202327,16.42298326,78.27061000,48.21176432,16.42258310
976.50000000,D388,D654,48.21202327,16.42298326,78.27061000,48.21161963,16.42234800,118.87200000,48.21202326,16.42298324
977.00000000,D481,D889,48.20689680,16.35980689,49.99539000,48.20693826,16.35975763,12.11580000,48.20685694,16.35985874
977.00000000,D509,D22,48.19992950,16.37352650,10.80135000,48.19936956,16.37349659,9.14400000,48.19991683,16.37334443
977.00000000,D1184,D783,48.18989491,16.38452504,18.28800000,48.19144931,16.38579073,71.32139000,48.19005741,16.38489090
977.00000000,D1251,D1100,48.21410471,16.35916502,16.09344000,48.21417887,16.35994062,16.91640000,48.21406986,16.35943608
977.50000000,D952,D1022,48.19829169,16.33857942,77.17739000,48.19836764,16.33889360,26.70810000,48.19829073,16.33857548
977.50000000,D993,D271,48.18652411,16.39550994,34.91865000,48.18621896,16.39648273,27.43200000,48.18626775,16.39580793
977.50000000,D1254,D1100,48.21410833,16.35913140,18.28800000,48.21418115,16.35992682,16.91640000,48.21407380,16.35941190
977.50000000,D101,D474,48.20153509,16.37394058,49.74539000,48.20153199,16.37388881,24.30780000,48.20153593,16.37394338
977.50000000,D1251,D493,48.21410383,16.35917189,16.23060000,48.21413928,16.35967246,26.50880000,48.21404036,16.35966549
978.00000000,D835,D1163,48.18844438,16.34475429,59.13939000,48.18928493,16.34725043,54.86400000,48.18856045,16.34476088
978.00000000,D1092,D866,48.20630261,16.38835091,27.26055000,48.20702954,16.38787161,9.86790000,48.20646184,16.38845660
978.00000000,D752,D1212,48.17845807,16.37217596,27.43200000,48.17963128,16.37030904,83.82139000,48.17846515,16.37205937
978.00000000,D1100,D493,48.21418393,16.35991003,16.91640000,48.21414006,16.35967936,26.30306000,48.21419911,16.35981842
978.50000000,D1326,D1158,48.19743432,16.35989647,23.40661000,48.19739103,16.35967787,55.66410000,48.19743390,16.35989436
978.50000000,D75,D1213,48.20144880,16.36357909,46.38939000,48.20123897,16.36408023,9.14400000,48.20151719,16.36344838
978.50000000,D699,D161,48.19124816,16.35451243,18.28800000,48.19245768,16.35698531,27.22245000,48.19135522,16.35472238
978.50000000,D961,D900,48.16471447,16.36150207,82.29600000,48.16531491,16.36156208,82.29600000,48.16471447,16.36150207
978.50000000,D1084,D1176,48.19525348,16.41165202,64.00800000,48.19474226,16.41245291,91.44000000,48.19525539,16.41164904
979.00000000,D856,D781,48.19012195,16.31984113,77.17739000,48.19014298,16.32049343,27.43200000,48.19012286,16.31987210
979.00000000,D896,D981,48.19419327,16.41331031,24.26261000,48.19409515,16.41348369,64.00800000,48.19429831,16.41314618
979.00000000,D1162,D411,48.18040195,16.35900472,26.55097000,48.18041656,16.35898291,18.28800000,48.18040213,16.35900444
979.00000000,D187,D828,48.19892708,16.41392797,107.41461000,48.19924462,16.41421658,137.16000000,48.19885746,16.41385485
979.00000000,D1022,D952,48.19833481,16.33875854,26.70810000,48.19824642,16.33839418,73.15200000,48.19833359,16.33875352
979.00000000,D1224,D1264,48.20316169,16.32697478,9.14400000,48.20324076,16.32697881,66.32139000,48.20315963,16.32697466
979.50000000,D610,D261,48.19336762,16.29752546,45.72000000,48.19256841,16.29750560,45.72000000,48.19336762,16.29752546
979.50000000,D143,D1040,48.19903864,16.37480928,6.70592000,48.19891680,16.37387430,104.60939000,48.19903843,16.37480765
979.50000000,D75,D456,48.20147644,16.36352626,45.72000000,48.20129029,16.36395159,26.57475000,48.20158275,16.36332307
979.50000000,D598,D3,48.19403953,16.36716487,27.43200000,48.19445229,16.36754290,49.99539000,48.19406566,16.36716630
979.50000000,D605,D521,48.21082501,16.37284451,9.14400000,48.21085805,16.37523572,42.59580000,48.21065532,16.37314277
979.50000000,D1138,D723,48.20962468,16.42692211,64.21755000,48.20950575,16.42708735,103.88549000,48.20962745,16.42691818
980.00000000,D342,D1153,48.19325608,16.37407849,9.14400000,48.19386888,16.37375502,9.14400000,48.19325858,16.37407717
980.00000000,D968,D560,48.19910045,16.38990948,27.43200000,48.19909395,16.38972138,84.60939000,48.19909898,16.38988201
980.00000000,D479,D669,48.21290786,16.37545604,56.69461000,48.21402881,16.37424061,128.01600000,48.21309749,16.37517862
980.00000000,D1118,D1043,48.21533922,16.36438599,59.13939000,48.21513905,16.36459785,9.14400000,48.21533922,16.36438599
980.00000000,D100,D584,48.20558428,16.35712027,64.79139000,48.20425523,16.35924903,64.00800000,48.20562108,16.35750830
980.50000000,D526,D972,48.19282416,16.35754103,82.29600000,48.19273363,16.35521432,65.66535000,48.19281339,16.35752470
980.50000000,D917,D923,48.23591210,16.42349730,36.57600000,48.23555549,16.42325436,36.57600000,48.23578143,16.42351730
981.00000000,D379,D805,48.21061803,16.42108212,73.15200000,48.21121802,16.42171861,32.55061000,48.21067543,16.42070061
981.00000000,D1118,D1043,48.21527408,16.36445493,56.38939000,48.21506397,16.36467822,9.14400000,48.21509727,16.36464207
981.00000000,D100,D584,48.20559081,16.35718911,64.79139000,48.20435276,16.35911811,64.00800000,48.20563368,16.35764111
981.50000000,D972,D161,48.19267458,16.35532146,65.66535000,48.19229342,16.35673622,31.91961000,48.19245569,16.35571863
981.50000000,D1017,D1247,48.22869493,16.35612005,61.69461000,48.22839028,16.35612288,91.44000000,48.22869493,16.35612005
981.50000000,D993,D271,48.18616353,16.39592907,34.91865000,48.18580326,16.39603440,27.43200000,48.18588177,16.39625659
981.50000000,D82,D1065,48.20718883,16.34921154,108.75339000,48.20624213,16.34932696,36.57600000,48.20745160,16.34915315
981.50000000,D1021,D883,48.15150390,16.35911269,26.70810000,48.15112509,16.35939217,9.14400000,48.15173936,16.35918557
981.50000000,D385,D647,48.21316929,16.34006826,49.74539000,48.21156877,16.34062270,9.14400000,48.21315247,16.34052128
981.50000000,D992,D923,48.23625375,16.42307668,36.57600000,48.23548367,16.42326616,36.57600000,48.23621518,16.42308311
982.00000000,D958,D404,48.19175746,16.35730985,10.91565000,48.19071216,16.35940336,36.57600000,48.19167106,16.35757239
982.00000000,D379,D805,48.21064447,16.42102638,73.15200000,48.21114407,16.42164056,37.55061000,48.21087965,16.42069379
982.00000000,D296,D509,48.19990819,16.37320677,33.60420000,48.19994431,16.37293568,15.91996000,48.19990986,16.37319432
982.50000000,D170,D102,48.19785191,16.36993758,27.43200000,48.19759810,16.36753003,27.43200000,48.19789262,16.36967203
982.50000000,D82,D1065,48.20720405,16.34920816,103.75339000,48.20633613,16.34935110,36.57600000,48.20746896,16.34914930
982.50000000,D1217,D1132,48.19159716,16.29255183,27.43200000,48.19132161,16.29367906,27.43200000,48.19159714,16.29255194
982.50000000,D271,D556,48.18570262,16.39597454,27.18054000,48.18490223,16.39485366,18.28800000,48.18562619,16.39592007
982.50000000,D388,D654,48.21163787,16.42237767,85.42020000,48.21130497,16.42185438,118.87200000,48.21163650,16.42237551
983.00000000,D481,D889,48.20657227,16.36022904,49.99539000,48.20677584,16.35996397,15.39621000,48.20657182,16.36022962
983.00000000,D1080,D569,48.20237336,16.39074998,58.88939000,48.20238073,16.39074377,18.28800000,48.20236712,16.39075821
983.00000000,D730,D739,48.19941205,16.40761048,118.87200000,48.19896000,16.40788540,81.62661000,48.19945236,16.40758145
983.50000000,D923,D992,48.23536805,16.42328516,36.57600000,48.23607566,16.42310636,36.57600000,48.23532892,16.42329159
983.50000000,D259,D1289,48.21938689,16.31727929,66.32139000,48.21877163,16.31679760,9.14400000,48.21946174,16.31733732
983.50000000,D964,D829,48.16592342,16.36162293,82.29600000,48.16539704,16.36193659,25.90661000,48.16594518,16.36162509
983.50000000,D829,D900,48.16539704,16.36193659,25.90661000,48.16554237,16.36158482,82.29600000,48.16554984,16.36188851
983.50000000,D886,D1026,48.21281176,16.39076272,9.14400000,48.21254880,16.39184972,9.14400000,48.21288439,16.39035943
983.50000000,D376,D1106,48.20195384,16.36939652,141.18539000,48.20241553,16.36935983,109.72800000,48.20203779,16.36943632
983.50000000,D1254,D1251,48.21409830,16.35921293,27.43200000,48.21409331,16.35925370,16.44015000,48.21409638,16.35922848
983.50000000,D1251,D493,48.21409331,16.35925370,16.44015000,48.21414845,16.35975395,26.29925000,48.21402973,16.35974820
984.00000000,D93,D1026,48.21235393,16.39095761,48.63939000,48.21257509,16.39176164,9.31545000,48.21246743,16.39100556
984.00000000,D435,D549,48.21234071,16.38673678,23.15661000,48.21133023,16.38706652,27.43200000,48.21208212,16.38644629
984.00000000,D1100,D493,48.21421554,16.35971922,16.91640000,48.21414923,16.35976085,26.09351000,48.21423058,16.35962843
984.50000000,D1160,D592,48.17644481,16.38836732,27.43200000,48.17654280,16.38805682,82.96539000,48.17654103,16.38805726
984.50000000,D882,D91,48.20517056,16.37843805,84.60939000,48.20573609,16.37901559,27.43200000,48.20517293,16.37844046
984.50000000,D527,D1162,48.17994711,16.35996678,53.09235000,48.18051467,16.35892373,26.55097000,48.18007878,16.35967476
984.50000000,D82,D1065,48.20727420,16.34919257,93.75339000,48.20652294,16.34935781,36.78555000,48.20740454,16.34916361
985.00000000,D549,D657,48.21144016,16.38707721,28.15590000,48.21229397,16.38669656,45.72000000,48.21177179,16.38710947
985.00000000,D26,D1109,48.19050060,16.35959904,54.51091000,48.18943166,16.36061220,18.28800000,48.19054983,16.35954812
985.00000000,D1254,D1251,48.21409575,16.35923360,27.43200000,48.21409409,16.35927417,16.64970000,48.21409086,16.35927333
985.00000000,D1251,D493,48.21409409,16.35927417,16.64970000,48.21415075,16.35977442,26.08970000,48.21415069,16.35977481
985.50000000,D142,D1313,48.18567167,16.35066982,18.28800000,48.18506423,16.35165866,9.14400000,48.18572363,16.35082428
985.50000000,D1018,D667,48.23831135,16.35829942,9.14400000,48.23901199,16.35887997,9.14400000,48.23831084,16.35829899
985.50000000,D445,D1088,48.19835048,16.38485195,21.25980000,48.19710425,16.38375370,18.28800000,48.19831936,16.38433819
985.50000000,D1110,D1210,48.22714237,16.38820010,18.28800000,48.22620199,16.38878986,9.14400000,48.22724313,16.38859814
985.50000000,D1245,D1092,48.20699807,16.38801233,60.88380000,48.20686339,16.38881313,27.26055000,48.20693546,16.38829319
985.50000000,D1100,D493,48.21422392,16.35966863,16.91640000,48.21415153,16.35978132,25.88396000,48.21423896,16.35957781
985.50000000,D128,D1251,48.21417721,16.35994871,9.14400000,48.21409487,16.35928106,16.64970000,48.21420103,16.35980540
986.00000000,D800,D1106,48.20268166,16.36818123,64.98261000,48.20237737,16.36952883,109.72800000,48.20268166,16.36818123
986.00000000,D545,D584,48.20500767,16.35823916,36.57600000,48.20477352,16.35855328,62.35065000,48.20500911,16.35823722
986.00000000,D1022,D1069,48.19822240,16.33830239,26.70810000,48.19836335,16.33888493,46.38939000,48.19812133,16.33806017
986.00000000,D418,D628,48.19011100,16.33553353,49.74539000,48.19114400,16.33716867,9.14400000,48.19024361,16.33600414
986.00000000,D660,D327,48.22361359,16.38971745,73.82139000,48.22353057,16.38949844,18.28800000,48.22357967,16.38948238
986.00000000,D1096,D337,48.20923648,16.43196754,73.15200000,48.20844371,16.43153969,73.15200000,48.20934632,16.43156208
986.00000000,D1245,D866,48.20698401,16.38807541,58.88939000,48.20686130,16.38877686,9.86790000,48.20691006,16.38840714
986.50000000,D958,D404,48.19158834,16.35782372,18.28800000,48.19088956,16.35922683,34.80435000,48.19151595,16.35804368
986.50000000,D1254,D1251,48.21409325,16.35925390,27.43200000,48.21409642,16.35929475,16.85925000,48.21408834,16.35929376
986.50000000,D1251,D493,48.21409642,16.35929475,16.85925000,48.21415306,16.35979489,25.88015000,48.21409866,16.35931462
987.00000000,D376,D800,48.20222382,16.36955726,131.43539000,48.20265321,16.36830725,69.98261000,48.20251526,16.36981578
987.00000000,D1105,D581,48.19334164,16.35403772,26.07806000,48.19395366,16.35398771,23.15661000,48.19319557,16.35404053
987.00000000,D1340,D1072,48.18109165,16.34878304,9.14400000,48.18285815,16.34636359,9.14400000,48.18131213,16.34850251
987.00000000,D1022,D1069,48.19818463,16.33826572,26.70810000,48.19834619,16.33881332,45.72000000,48.19783852,16.33817197
987.00000000,D521,D99,48.21047997,16.37461532,30.85139000,48.21075069,16.37500541,87.96539000,48.21040921,16.37452166
987.00000000,D82,D1065,48.20739822,16.34916501,81.25339000,48.20676006,16.34930527,44.19461000,48.20740077,16.34916445
987.00000000,D954,D654,48.21105663,16.42156201,136.35990000,48.21097507,16.42150096,118.87200000,48.21105626,16.42156173
987.00000000,D1100,D493,48.21423228,16.35961815,16.91640000,48.21415383,16.35980179,25.67441000,48.21424735,16.35952716
987.50000000,D754,D316,48.21685865,16.37201919,133.68539000,48.21714261,16.37168436,41.69461000,48.21690749,16.37196593
987.50000000,D170,D102,48.19794470,16.36934318,27.43581000,48.19782120,16.36760034,27.43200000,48.19799857,16.36901494
987.50000000,D628,D662,48.19097986,16.33717892,9.14400000,48.19043796,16.33724052,9.14400000,48.19091584,16.33718520
987.50000000,D800,D1054,48.20263898,16.36837027,72.48261000,48.20285061,16.36736554,136.35990000,48.20263600,16.36838345
987.50000000,D1304,D1069,48.19860709,16.34044809,27.43200000,48.19833825,16.33878015,45.72000000,48.19859354,16.34036492
987.50000000,D1145,D152,48.20330498,16.38423086,27.43200000,48.20445159,16.38335813,45.54855000,48.20351150,16.38417308
988.00000000,D82,D1065,48.20742901,16.34915817,76.25339000,48.20685545,16.34928381,49.19461000,48.20743157,16.34915760
988.00000000,D954,D388,48.21097363,16.42149755,134.18820000,48.21128432,16.42182213,109.72800000,48.21066225,16.42125573
988.00000000,D1254,D1251,48.21409423,16.35927461,27.43200000,48.21409873,16.35931524,17.06880000,48.21409426,16.35927488
988.00000000,D1251,D493,48.21409873,16.35931524,17.06880000,48.21415536,16.35981536,25.67060000,48.21415532,16.35981575
988.50000000,D935,D638,48.22916625,16.34396062,64.00800000,48.22847713,16.34327788,45.54855000,48.22909673,16.34389262
988.50000000,D782,D1141,48.19893466,16.37519972,9.14400000,48.19785142,16.37495086,24.20739000,48.19883568,16.37514383
988.50000000,D829,D900,48.16588393,16.36165179,50.90661000,48.16569696,16.36160028,82.29600000,48.16603889,16.36155971
988.50000000,D1100,D493,48.21424066,16.35956756,16.91640000,48.21415614,16.35982226,25.46486000,48.21425572,16.35947663
989.00000000,D330,D659,48.20845682,16.35247770,71.38035000,48.20948567,16.35015172,29.49321000,48.20849637,16.35246538
989.00000000,D82,D1065,48.20745980,16.34915133,71.50339000,48.20695078,16.34926237,53.94461000,48.20746238,16.34915076
989.00000000,D961,D900,48.16519916,16.36155052,82.29600000,48.16570887,16.36160147,82.29600000,48.16519916,16.36155052
989.50000000,D1146,D84,48.19447539,16.38635985,18.28800000,48.19464757,16.38587319,9.31545000,48.19447627,16.38635734
989.50000000,D935,D638,48.22906128,16.34385794,64.00800000,48.22842115,16.34320702,45.54855000,48.22892451,16.34372416
989.50000000,D923,D992,48.23522572,16.42330855,36.57600000,48.23578011,16.42315561,36.57600000,48.23518677,16.42331495
989.50000000,D1254,D1251,48.21409653,16.35929496,27.43200000,48.21410106,16.35933583,17.27835000,48.21409659,16.35929549
989.50000000,D800,D1054,48.20258204,16.36862244,82.29600000,48.20276717,16.36775205,129.54139000,48.20256187,16.36871174
989.50000000,D584,D232,48.20502762,16.35821217,62.35065000,48.20443564,16.35900674,118.87200000,48.20502770,16.35821205
989.50000000,D1251,D493,48.21410106,16.35933583,17.27835000,48.21415766,16.35983583,25.46105000,48.21410331,16.35935572
990.00000000,D1281,D1250,48.21852344,16.37006126,27.43200000,48.21884032,16.37045280,23.65661000,48.21852342,16.37006123
990.00000000,D800,D1106,48.20256780,16.36868550,82.29600000,48.20233830,16.36970087,109.72800000,48.20256609,16.36869307
990.00000000,D482,D673,48.22507201,16.39996248,82.29600000,48.22440645,16.39876660,118.87200000,48.22506396,16.39994807
990.00000000,D1162,D633,48.18063482,16.35886115,26.55097000,48.17969158,16.36053227,27.43200000,48.18093154,16.35870664
990.00000000,D435,D549,48.21220951,16.38663795,23.15661000,48.21189530,16.38711842,28.15590000,48.21190227,16.38642655
990.00000000,D1100,D493,48.21424902,16.35951708,16.91640000,48.21415844,16.35984273,25.25531000,48.21426412,16.35942589
990.50000000,D1292,D1357,48.26115473,16.41970904,27.43200000,48.26134877,16.42171960,1.77165000,48.26114967,16.42011861
990.50000000,D954,D654,48.21087840,16.42142360,129.79349000,48.21063453,16.42116267,118.87200000,48.21079643,16.42135994
991.00000000,D923,D992,48.23517037,16.42331764,36.57600000,48.23571634,16.42316624,36.57600000,48.23513211,16.42332393
991.00000000,D1254,D1251,48.21409887,16.35931569,27.43200000,48.21410337,16.35935631,17.48790000,48.21409890,16.35931596
991.00000000,D630,D327,48.22378178,16.39092298,73.82139000,48.22353605,16.38928954,18.49755000,48.22373042,16.39055585
991.00000000,D1251,D493,48.21410337,16.35935631,17.48790000,48.21415997,16.35985631,25.25150000,48.21415995,16.35985669
991.00000000,D654,D805,48.21060379,16.42111314,118.87200000,48.21048289,16.42092547,62.48261000,48.21053595,16.42100382
991.50000000,D1292,D1357,48.26115222,16.41991276,28.23210000,48.26136032,16.42161071,5.11861000,48.26114683,16.42034854
991.50000000,D1080,D569,48.20228376,16.39138306,40.60139000,48.20226288,16.39135489,15.16380000,48.20228417,16.39138362
991.50000000,D1100,D493,48.21425740,16.35946649,16.91640000,48.21416074,16.35986320,25.04576000,48.21427247,16.35937546
992.00000000,D630,D467,48.22375264,16.39071468,68.82139000,48.22371366,16.39041235,9.35355000,48.22374184,16.39063755
992.00000000,D1254,D1251,48.21410040,16.35932926,27.43200000,48.21410492,16.35937000,17.69745000,48.21410500,16.35937001
992.00000000,D388,D654,48.21098502,16.42150750,109.72800000,48.21055366,16.42103494,118.66245000,48.21071251,16.42129476
992.50000000,D805,D654,48.21038595,16.42077526,69.98261000,48.21052978,16.42099793,118.65864000,48.21038582,16.42077506
992.50000000,D883,D1021,48.15218267,16.35969065,9.14400000,48.15250358,16.35942213,25.90800000,48.15236451,16.35974197
993.00000000,D1281,D1250,48.21830884,16.36979612,27.43200000,48.21860686,16.37016435,27.43200000,48.21830877,16.36979604
993.00000000,D810,D803,48.22475946,16.34701961,27.43200000,48.22512229,16.34906592,9.14400000,48.22472868,16.34745386
993.00000000,D472,D1172,48.21487711,16.35102517,18.28800000,48.21454753,16.35104066,36.57600000,48.21487833,16.35102512
993.00000000,D1254,D1251,48.21410196,16.35934307,27.43200000,48.21410647,16.35938369,17.90700000,48.21410199,16.35934335
993.00000000,D922,D330,48.20948254,16.35019161,27.43200000,48.20883551,16.35235968,64.00800000,48.20945389,16.35063421
993.00000000,D388,D654,48.21090673,16.42144638,109.72800000,48.21050732,16.42096314,118.45290000,48.21062739,16.42122831
993.00000000,D1147,D1089,48.15039720,16.35080060,82.29600000,48.15069957,16.35139372,82.29600000,48.15056206,16.35093779
993.50000000,D330,D659,48.20888277,16.35234495,64.00800000,48.20943124,16.35106293,50.22206000,48.20891075,16.35233623
993.50000000,D482,D673,48.22486223,16.39958680,85.42020000,48.22432379,16.39860876,118.87200000,48.22484620,16.39955810
993.50000000,D1084,D1176,48.19631363,16.41015353,65.77965000,48.19626473,16.41024422,115.74780000,48.19635133,16.41005367
994.00000000,D1105,D581,48.19302111,16.35412946,26.07806000,48.19347928,16.35403525,23.15280000,48.19294435,16.35464268
994.00000000,D100,D949,48.20610595,16.35680604,70.16000000,48.20595082,16.35699544,118.87200000,48.20620041,16.35668793
994.00000000,D472,D1172,48.21494732,16.35102226,18.28800000,48.21467689,16.35103476,35.77590000,48.21494776,16.35102224
994.00000000,D833,D751,48.16547853,16.36156552,9.14400000,48.16605328,16.36160491,9.14400000,48.16559673,16.36158071
994.00000000,D482,D582,48.22483225,16.39953313,87.41461000,48.22431552,16.39859292,140.38529000,48.22482273,16.39951608
994.00000000,D808,D526,48.19253357,16.35710039,32.55061000,48.19223149,16.35664232,82.29600000,48.19253357,16.35710038
994.00000000,D972,D808,48.19223632,16.35611665,65.66535000,48.19253357,16.35710039,32.55061000,48.19223104,16.35612624
994.00000000,D1254,D1251,48.21410349,16.35935664,27.43200000,48.21410802,16.35939738,18.11655000,48.21410809,16.35939739
994.00000000,D584,D1012,48.20506033,16.35789730,56.98204000,48.20491720,16.35767220,27.43200000,48.20500311,16.35780697
994.50000000,D259,D1289,48.22030871,16.31799052,58.88939000,48.22012072,16.31784691,9.14400000,48.22030872,16.31799052
994.50000000,D1021,D883,48.15268744,16.35947905,25.10790000,48.15237839,16.35974589,9.14400000,48.15289698,16.35954391
994.50000000,D868,D1146,48.19475055,16.38557420,27.43200000,48.19454819,16.38615162,25.90661000,48.19475106,16.38557271
995.00000000,D1104,D1054,48.20215285,16.37050994,90.52061000,48.20253910,16.36881275,109.72800000,48.20214922,16.37052534
995.00000000,D1007,D440,48.24091148,16.42203168,36.57600000,48.23934911,16.42196686,10.91565000,48.24075371,16.42205931
995.00000000,D580,D1134,48.19996580,16.37497530,91.44000000,48.19914013,16.37641058,107.95635000,48.19963782,16.37516108
995.00000000,D1254,D1251,48.21410505,16.35937045,27.43200000,48.21410957,16.35941107,18.32610000,48.21410508,16.35937073
995.50000000,D1163,D1296,48.18889292,16.34427430,41.99539000,48.18956536,16.34305072,17.48790000,48.18886177,16.34378713
995.50000000,D482,D582,48.22474231,16.39937206,94.91461000,48.22427301,16.39851177,140.38529000,48.22471571,16.39932441
995.50000000,D333,D880,48.18329164,16.35645216,9.14400000,48.18267090,16.35709440,66.32139000,48.18332657,16.35641693
996.00000000,D958,D161,48.19141086,16.35818305,18.28800000,48.19177449,16.35725025,18.28800000,48.19164718,16.35850273
996.00000000,D1254,D1251,48.21410658,16.35938402,27.43200000,48.21411111,16.35942476,18.53565000,48.21411119,16.35942477
996.00000000,D1080,D569,48.20259415,16.39180278,35.77590000,48.20257271,16.39177271,9.35355000,48.20261150,16.39182938
996.50000000,D1154,D840,48.19661667,16.30151987,87.10939000,48.19939583,16.30233316,36.57600000,48.19669568,16.30158617
996.50000000,D264,D772,48.19789201,16.36150556,77.48261000,48.19832664,16.36241780,109.72800000,48.19789200,16.36150555
996.50000000,D602,D908,48.20000442,16.40247276,27.43200000,48.20025051,16.40199137,26.93129000,48.20000446,16.40247268
997.00000000,D298,D780,48.22000216,16.37190221,27.60345000,48.21939988,16.37084898,18.28800000,48.21974446,16.37157870
997.00000000,D868,D1146,48.19479856,16.38544235,27.43200000,48.19461312,16.38596587,27.43200000,48.19484775,16.38532469
997.00000000,D1254,D1251,48.21410814,16.35939783,27.43200000,48.21411266,16.35943845,18.74520000,48.21410818,16.35939812
997.00000000,D1226,D793,48.19739381,16.35337467,27.43200000,48.19765774,16.35403364,84.60939000,48.19756779,16.35376643
997.00000000,D1145,D152,48.20390110,16.38419649,54.65445000,48.20437240,16.38401145,45.54855000,48.20405914,16.38419433
997.50000000,D1054,D1106,48.20244223,16.36924170,109.72800000,48.20217189,16.37041610,109.72800000,48.20243721,16.36926390
997.50000000,D720,D1279,48.19323786,16.41498079,64.00800000,48.19293807,16.41548396,73.15200000,48.19323788,16.41498076
997.50000000,D605,D521,48.20997592,16.37394182,9.14400000,48.21027338,16.37434185,29.97128000,48.20992314,16.37386739
997.50000000,D580,D1134,48.19981210,16.37506236,91.44000000,48.19926834,16.37607221,100.58400000,48.19973088,16.37510837
997.50000000,D264,D772,48.19783756,16.36139127,82.29600000,48.19824506,16.36224657,109.93755000,48.19783755,16.36139125
997.50000000,D1095,D860,48.23107412,16.34210635,36.57600000,48.23070962,16.34216647,36.57600000,48.23105425,16.34211581
998.00000000,D630,D467,48.22360974,16.38969332,58.88939000,48.22359241,16.38960104,18.28800000,48.22359668,16.38959993
998.00000000,D541,D537,48.19755081,16.37905361,32.55061000,48.19742583,16.37939071,82.29600000,48.19755156,16.37905161
998.00000000,D1254,D1251,48.21410968,16.35941140,27.43200000,48.21411421,16.35945214,18.95475000,48.21411428,16.35945215
998.00000000,D527,D368,48.18061217,16.35886942,79.17180000,48.18092588,16.35869927,23.01240000,48.18064469,16.35885296
998.00000000,D1070,D946,48.23319020,16.35419020,27.43200000,48.23280571,16.35604751,18.28800000,48.23313376,16.35456145
998.50000000,D1160,D592,48.17691032,16.38646194,32.55061000,48.17698659,16.38613136,106.60380000,48.17691276,16.38645139
998.50000000,D445,D968,48.19861228,16.38387370,27.26055000,48.19908860,16.38597866,27.43200000,48.19894219,16.38390671
998.50000000,D628,D662,48.18969436,16.33750590,34.80435000,48.18943696,16.33763132,9.14400000,48.18957759,16.33755600
998.50000000,D1095,D860,48.23097886,16.34215171,37.29990000,48.23062415,16.34221159,36.57600000,48.23096039,16.34216051
999.00000000,D527,D411,48.18070410,16.35882290,74.67739000,48.18129621,16.35842070,18.28800000,48.18084485,16.35875167
999.00000000,D1254,D493,48.21411122,16.35942511,27.43200000,48.21417495,16.35996118,25.04576000,48.21414922,16.35976157
999.00000000,D1254,D1251,48.21411122,16.35942511,27.43200000,48.21411576,16.35946583,19.16430000,48.21411126,16.35942540
999.00000000,D690,D1093,48.19646420,16.34281936,82.29600000,48.19626393,16.34442298,10.91565000,48.19651813,16.34311194
